run_id,qid,rank,layer,position,feature_idx,score,score_norm,sign
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-01,1,0,2,16200,3.532e-05,1.0,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-01,2,0,31,6051,2.928e-05,0.828908,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-01,3,24,31,4640,2.718e-05,0.769675,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-01,4,1,28,14349,2.585e-05,0.73203,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-01,5,0,1,16229,2.504e-05,0.708921,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-01,6,1,1,11660,2.261e-05,0.640184,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-01,7,16,31,9223,2.101e-05,0.594907,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-01,8,2,30,13635,2.064e-05,0.584429,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-01,9,0,1,6083,2.056e-05,0.582052,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-01,10,21,31,2997,1.766e-05,0.499985,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-01,11,0,22,8922,1.757e-05,0.497526,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-01,12,0,1,6421,1.545e-05,0.437578,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-01,13,18,31,3066,1.484e-05,0.420308,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-01,14,0,23,2158,1.46e-05,0.413475,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-01,15,0,1,6381,1.413e-05,0.399987,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-01,16,0,1,11167,1.381e-05,0.391084,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-01,17,0,5,10815,1.38e-05,0.390676,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-01,18,0,1,8489,1.377e-05,0.389953,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-01,19,0,1,10345,1.342e-05,0.380016,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-01,20,0,1,4855,1.337e-05,0.378536,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-02,1,0,2,16200,3.038e-05,1.0,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-02,2,0,31,6051,2.476e-05,0.815017,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-02,3,24,31,4640,2.407e-05,0.792445,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-02,4,1,28,14349,2.231e-05,0.734417,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-02,5,0,1,16229,2.157e-05,0.710133,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-02,6,1,1,11660,1.945e-05,0.640288,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-02,7,2,30,13635,1.793e-05,0.590119,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-02,8,0,1,6083,1.775e-05,0.584422,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-02,9,16,31,9223,1.757e-05,0.578538,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-02,10,0,22,8922,1.519e-05,0.499979,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-02,11,21,31,2997,1.464e-05,0.481841,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-02,12,0,1,6421,1.329e-05,0.437641,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-02,13,0,23,2158,1.255e-05,0.413226,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-02,14,18,31,3066,1.239e-05,0.407835,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-02,15,0,1,6381,1.215e-05,0.399844,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-02,16,0,1,11167,1.203e-05,0.395875,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-02,17,0,1,8489,1.193e-05,0.392804,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-02,18,0,5,10815,1.192e-05,0.392347,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-02,19,0,1,10345,1.162e-05,0.382386,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-02,20,0,1,4855,1.161e-05,0.382279,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-03,1,0,2,16200,3.683e-05,1.0,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-03,2,0,34,6051,3.102e-05,0.842267,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-03,3,24,34,4640,2.861e-05,0.776654,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-03,4,1,31,14349,2.726e-05,0.740181,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-03,5,0,1,16229,2.592e-05,0.703732,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-03,6,1,1,11660,2.385e-05,0.64748,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-03,7,2,33,13635,2.238e-05,0.607494,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-03,8,16,34,9223,2.171e-05,0.589455,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-03,9,0,1,6083,2.136e-05,0.579791,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-03,10,21,34,2997,1.892e-05,0.513513,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-03,11,0,25,8922,1.827e-05,0.496111,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-03,12,0,1,6421,1.606e-05,0.436104,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-03,13,18,34,3066,1.588e-05,0.431114,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-03,14,8,23,6513,1.486e-05,0.403443,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-03,15,0,26,2158,1.482e-05,0.402217,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-03,16,0,1,6381,1.475e-05,0.400541,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-03,17,0,5,10815,1.456e-05,0.395358,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-03,18,0,1,11167,1.428e-05,0.387696,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-03,19,0,1,8489,1.417e-05,0.384784,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-03,20,0,30,16200,1.409e-05,0.382509,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-04,1,0,2,16200,3.362e-05,1.0,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-04,2,0,36,6051,2.667e-05,0.793396,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-04,3,1,33,14349,2.445e-05,0.727114,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-04,4,0,1,16229,2.318e-05,0.689578,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-04,5,24,36,4640,2.225e-05,0.661752,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-04,6,1,1,11660,2.132e-05,0.634219,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-04,7,16,36,9223,1.931e-05,0.574467,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-04,8,2,35,13635,1.883e-05,0.560085,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-04,9,0,1,6083,1.849e-05,0.550062,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-04,10,8,25,6513,1.729e-05,0.51419,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-04,11,21,36,2997,1.709e-05,0.508438,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-04,12,0,27,8922,1.66e-05,0.493847,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-04,13,0,28,2158,1.427e-05,0.42432,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-04,14,0,1,6421,1.409e-05,0.419028,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-04,15,20,36,9550,1.378e-05,0.409948,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-04,16,18,36,3066,1.375e-05,0.409032,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-04,17,0,1,6381,1.307e-05,0.388784,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-04,18,0,32,16200,1.3e-05,0.386541,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-04,19,0,1,11167,1.299e-05,0.38647,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-04,20,0,1,8489,1.277e-05,0.379907,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-05,1,0,2,16200,2.963e-05,1.0,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-05,2,0,33,6051,2.456e-05,0.82894,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-05,3,1,30,14349,2.215e-05,0.747378,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-05,4,0,1,16229,2.127e-05,0.71793,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-05,5,24,33,4640,2.018e-05,0.681002,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-05,6,1,1,11660,1.935e-05,0.653083,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-05,7,16,33,9223,1.774e-05,0.598533,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-05,8,2,32,13635,1.771e-05,0.597754,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-05,9,0,1,6083,1.664e-05,0.561618,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-05,10,21,33,2997,1.63e-05,0.54999,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-05,11,0,24,8922,1.467e-05,0.495047,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-05,12,18,33,3066,1.361e-05,0.459315,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-05,13,19,33,14265,1.31e-05,0.442114,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-05,14,0,1,6421,1.282e-05,0.432652,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-05,15,20,33,9550,1.244e-05,0.41992,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-05,16,0,25,2158,1.236e-05,0.417082,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-05,17,0,1,10345,1.18e-05,0.398075,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-05,18,0,1,6381,1.178e-05,0.397673,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-05,19,0,1,11167,1.167e-05,0.393912,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-05,20,0,1,4855,1.154e-05,0.389478,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-06,1,0,2,16200,3.426e-05,1.0,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-06,2,0,36,6051,3.064e-05,0.894228,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-06,3,1,33,14349,2.936e-05,0.857022,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-06,4,24,36,4640,2.844e-05,0.829947,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-06,5,0,1,16229,2.565e-05,0.748672,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-06,6,16,36,9223,2.496e-05,0.728481,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-06,7,1,1,11660,2.286e-05,0.667202,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-06,8,2,35,13635,2.232e-05,0.651471,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-06,9,0,1,6083,2.108e-05,0.615299,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-06,10,21,36,2997,1.974e-05,0.57604,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-06,11,0,27,8922,1.864e-05,0.544127,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-06,12,0,5,10815,1.608e-05,0.469217,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-06,13,18,36,3066,1.6e-05,0.467112,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-06,14,0,1,6421,1.565e-05,0.456861,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-06,15,19,36,14265,1.499e-05,0.437441,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-06,16,8,25,6513,1.496e-05,0.436669,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-06,17,18,36,12875,1.472e-05,0.429778,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-06,18,0,32,16200,1.444e-05,0.421573,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-06,19,0,1,11167,1.427e-05,0.416375,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-06,20,0,1,10345,1.417e-05,0.41348,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-07,1,0,2,16200,2.622e-05,1.0,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-07,2,0,35,6051,2.154e-05,0.821494,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-07,3,1,32,14349,1.989e-05,0.75874,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-07,4,0,1,16229,1.824e-05,0.695782,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-07,5,24,35,4640,1.662e-05,0.633975,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-07,6,1,1,11660,1.657e-05,0.631845,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-07,7,16,35,9223,1.595e-05,0.608242,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-07,8,0,1,6083,1.475e-05,0.562782,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-07,9,0,26,8922,1.455e-05,0.554818,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-07,10,2,34,13635,1.422e-05,0.542257,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-07,11,21,35,2997,1.358e-05,0.518118,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-07,12,8,24,6513,1.235e-05,0.471052,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-07,13,18,35,3066,1.132e-05,0.431945,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-07,14,0,1,6421,1.122e-05,0.427901,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-07,15,0,1,4855,1.059e-05,0.404096,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-07,16,0,27,2158,1.059e-05,0.403977,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-07,17,0,1,6381,1.038e-05,0.39604,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-07,18,0,1,11167,1.037e-05,0.395463,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-07,19,20,35,9550,1.028e-05,0.392199,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-07,20,0,1,8489,1.028e-05,0.391933,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-08,1,0,2,16200,4.413e-05,1.0,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-08,2,24,34,4640,3.704e-05,0.839319,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-08,3,0,34,6051,3.619e-05,0.820219,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-08,4,1,31,14349,3.37e-05,0.763757,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-08,5,0,1,16229,3.014e-05,0.683082,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-08,6,1,1,11660,2.753e-05,0.623845,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-08,7,2,33,13635,2.747e-05,0.622495,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-08,8,0,25,8922,2.416e-05,0.547566,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-08,9,0,1,6083,2.315e-05,0.524649,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-08,10,21,34,2997,2.299e-05,0.520976,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-08,11,16,34,9223,2.29e-05,0.518936,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-08,12,0,26,2158,2.002e-05,0.453793,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-08,13,18,34,3066,1.93e-05,0.437477,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-08,14,20,34,9550,1.867e-05,0.423007,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-08,15,0,1,6421,1.824e-05,0.41343,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-08,16,0,30,16200,1.823e-05,0.41322,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-08,17,0,1,11167,1.688e-05,0.382575,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-08,18,0,1,6381,1.652e-05,0.374276,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-08,19,0,1,10345,1.621e-05,0.367305,pos
20260426_080408_gemma2-2b_Phase_1_pilot_question_b,TI-08,20,0,1,8489,1.614e-05,0.365868,pos
